feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier,discovery_method
NEG_116810,1532.9749500960477,12.233809,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,11.624,3155698.6,0.0,1,1.0,97.5,10,1,Platinum,Diamond,composite
NEG_102652,1049.697037036222,18.058474,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,10.528,1475821.8,0.0,1,1.0,95.0,10,1,Platinum,Diamond,composite
NEG_81119,857.4673955029602,9.792625,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,10.04,1051919.0,0.0,1,1.0,95.0,10,1,Platinum,Diamond,composite
NEG_23464,530.2687002951669,1.7986267,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,14.668,26035909.9,0.0,1,1.0,95.0,10,1,Platinum,Diamond,composite
NEG_93914,939.5002513223588,9.532123,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.882,942621.7,0.0,1,1.0,94.76,10,1,Platinum,Diamond,composite
NEG_67084,793.4680371558444,12.003685,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.835,912509.6,0.0,1,1.0,94.67,10,1,Platinum,Diamond,composite
NEG_101506,1027.7107324010556,18.682222,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,8.545,372587.5,0.0,1,1.0,94.59,10,1,Platinum,Diamond,composite
NEG_42700,665.3392117834671,2.2515275,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.685,822083.5,0.0,1,1.0,94.37,10,1,Platinum,Diamond,composite
NEG_45590,682.5080871250269,13.839108,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.676,816977.5,0.0,1,1.0,94.35,10,1,Platinum,Diamond,composite
NEG_33361,605.31668557607,3.338175243037913,2,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,8.191,291220.5,0.0,1,1.0,93.88,10,1,Platinum,Diamond,composite
NEG_112056,1417.9857138467005,12.222779,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.223,596405.1,0.0,1,1.0,93.45,10,1,Platinum,Diamond,composite
NEG_102649,1049.6934506116804,17.103428,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,9.084,541754.5,0.0,1,1.0,93.17,10,1,Platinum,Diamond,composite
NEG_43083,667.4101780475148,10.48252,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,8.893,474481.3,0.0,1,1.0,92.79,10,1,Platinum,Diamond,composite
NEG_93911,939.4995821862728,10.4564,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,8.511,363844.7,0.0,1,1.0,92.02,10,1,Platinum,Diamond,composite
NEG_100497,1012.5789032081818,13.014346,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,7.223,148444.2,0.0,1,1.0,91.95,10,1,Platinum,Diamond,composite
NEG_16428,469.2459189336728,9.114075,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,8.354,326105.3,0.0,1,1.0,91.71,10,1,Platinum,Diamond,composite
NEG_25312,546.2558854135201,1.830918,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,9.606,778059.9,0.0,1,1.0,91.71,10,1,Platinum,Platinum,composite
NEG_25499,547.4039189644878,11.125687399124867,2,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,8.341,323329.1,0.0,1,1.0,91.68,10,1,Platinum,Diamond,composite
NEG_47665,695.3647727530927,2.8127518,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,7.047,131282.5,0.0,1,1.0,91.59,10,1,Platinum,Diamond,composite
NEG_102754,1051.7086294203866,17.818125,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,8.29,312060.2,0.0,1,1.0,91.58,10,1,Platinum,Diamond,composite
NEG_116896,1534.976781041545,12.233875,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,9.338,646260.7,0.0,1,1.0,91.18,10,1,Platinum,Platinum,composite
NEG_104902,1105.7575623667706,19.357113,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,10.482,1429229.6,0.0,1,1.0,90.0,10,1,Platinum,Platinum,composite
NEG_59714,759.4336475807696,6.345693,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,10.389,1339694.0,0.0,1,1.0,90.0,10,1,Platinum,Platinum,composite
NEG_59712,759.4332033583412,7.0513325,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,11.933,3909103.6,0.0,1,1.0,90.0,10,1,Platinum,Platinum,composite
NEG_104950,1106.7609638808167,19.332748,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,9.931,974927.7,0.0,1,1.0,89.86,10,1,Platinum,Platinum,composite
NEG_104995,1107.7728720917548,19.90429,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,8.663,404408.0,0.0,1,1.0,89.83,10,1,Platinum,Platinum,composite
NEG_30282,585.2150882788411,5.514352,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,7.414,169550.8,0.0,1,1.0,89.83,10,1,Platinum,Diamond,composite
NEG_121389,1685.1151908154825,14.114528,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,6.139,69454.0,0.0,1,1.0,89.78,10,1,Platinum,Diamond,composite
NEG_102692,1050.700717628081,18.05514,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,9.806,894122.7,0.0,1,1.0,89.61,10,1,Platinum,Platinum,composite
NEG_60580,763.4678657639611,11.6423025,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,7.158,141784.1,0.0,1,1.0,89.32,10,1,Platinum,Diamond,composite
NEG_64394,781.4505128642137,9.891545,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,8.279,309676.0,0.0,1,1.0,89.06,10,1,Platinum,Platinum,composite
NEG_45331,681.3526190992212,2.6886504,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.97,124352.7,0.0,1,1.0,88.94,10,1,Platinum,Diamond,composite
NEG_63969,779.4517406849926,9.875091,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,9.389,669666.7,0.0,1,1.0,88.78,10,1,Platinum,Platinum,composite
NEG_101388,1025.6975425243943,18.123013,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,5.544,45665.5,0.0,1,1.0,88.59,10,1,Platinum,Platinum,composite
NEG_27975,568.2758631585388,1.8112454,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,8.013,257317.3,0.0,1,1.0,88.53,10,1,Platinum,Platinum,composite
NEG_60135,761.4488666694798,7.6306043,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,8.015,257711.7,0.0,1,1.0,88.53,10,1,Platinum,Platinum,composite
NEG_115744,1509.9710014914613,12.296202,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.759,107298.6,0.0,1,1.0,88.52,10,1,Platinum,Diamond,composite
NEG_89742,907.48562912462,11.43235,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.736,105599.1,0.0,1,1.0,88.47,10,1,Platinum,Diamond,composite
NEG_63446,776.5176988879485,16.723335,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,9.17,575182.5,0.0,1,1.0,88.34,10,1,Platinum,Platinum,composite
NEG_67307,794.4708915493283,12.008193,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,9.122,556285.5,0.0,1,1.0,88.24,10,1,Platinum,Platinum,composite
NEG_103891,1077.6041938124556,15.692449,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.557,93180.5,0.0,1,1.0,88.11,10,1,Platinum,Diamond,composite
NEG_40443,651.3061022065762,3.4905365,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.557,93170.1,0.0,1,1.0,88.11,10,1,Platinum,Diamond,composite
NEG_100424,1011.5721228547708,13.05849,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.507,89943.0,0.0,1,1.0,88.01,10,1,Platinum,Diamond,composite
NEG_101382,1025.693023824312,17.67959,1,Chlorophyta,Plantae,9,0,0.9,1.0,1.0,5.22,36270.6,0.0,1,1.0,87.94,10,1,Platinum,Platinum,composite
NEG_23265,528.2582586299613,4.518853,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,7.614,194908.8,0.0,1,1.0,87.73,10,1,Platinum,Platinum,composite
NEG_70358,807.4362213018264,6.7779174,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,12.827,7263090.8,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_100548,1013.5153160533912,8.380472,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,11.087,2174458.2,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_26314,555.2440801013761,1.8632348,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,10.175,1154769.6,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_121272,1680.0032393246463,11.412658,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,10.708,1671294.5,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_117035,1537.9944773265954,11.117940076645432,2,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,10.645,1599897.1,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_116850,1533.9762387892508,12.162756,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,11.982,4045334.3,0.0,1,1.0,87.5,10,1,Platinum,Platinum,composite
NEG_76668,835.4792117475624,11.947347,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.668,405815.7,0.0,1,1.0,87.34,10,1,Platinum,Platinum,composite
NEG_121365,1684.1090496742888,14.127273,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,6.155,70234.9,0.0,1,1.0,87.31,10,1,Platinum,Diamond,composite
NEG_69650,804.4537241043807,8.60264,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.652,401176.9,0.0,1,1.0,87.3,10,1,Platinum,Platinum,composite
NEG_32117,597.253383211726,1.7951818,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.582,382304.6,0.0,1,1.0,87.16,10,1,Platinum,Platinum,composite
NEG_30576,587.230610188535,5.047626,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,7.292,155687.2,0.0,1,1.0,87.08,10,1,Platinum,Platinum,composite
NEG_55012,735.3958448090824,2.935597,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,9.756,863507.9,0.0,1,1.0,87.01,10,1,Platinum,Platinum,composite
NEG_89740,907.4809059035284,11.203116,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,7.231,149272.3,0.0,1,1.0,86.96,10,1,Platinum,Platinum,composite
NEG_75701,831.4591947370992,10.598307,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.945,60613.0,0.0,1,1.0,86.89,10,1,Platinum,Diamond,composite
NEG_121003,1664.1271557687794,14.635767,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.442,346660.1,0.0,1,1.0,86.88,10,1,Platinum,Platinum,composite
NEG_90038,909.5023067719368,12.557866,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,7.176,143615.8,0.0,1,1.0,86.85,10,1,Platinum,Platinum,composite
NEG_97851,979.5422916754096,12.67026,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,7.155,141470.1,0.0,1,1.0,86.81,10,1,Platinum,Platinum,composite
NEG_96535,965.564234652602,13.408929,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.905,58932.0,0.0,1,1.0,86.81,10,1,Platinum,Diamond,composite
NEG_61177,766.4757588254583,11.285879166309307,2,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.294,312914.4,0.0,1,1.0,86.59,10,1,Platinum,Platinum,composite
NEG_63346,776.4232466087957,7.064668,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,9.509,727513.9,0.0,1,1.0,86.52,10,1,Platinum,Platinum,composite
NEG_100499,1012.5834838550433,14.019551222670575,2,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.705,51182.1,0.0,1,1.0,86.41,10,1,Platinum,Diamond,composite
NEG_71475,812.5164312639286,13.602541,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.89,117605.5,0.0,1,1.0,86.28,10,1,Platinum,Platinum,composite
NEG_66176,789.476948516841,15.61118,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,9.383,666633.4,0.0,1,1.0,86.27,10,1,Platinum,Platinum,composite
NEG_103940,1078.607304413631,15.672097,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.592,47226.4,0.0,1,1.0,86.18,10,1,Platinum,Platinum,composite
NEG_70414,807.4937332451516,8.521648308771127,2,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.078,269261.4,0.0,1,1.0,86.16,10,1,Platinum,Platinum,composite
NEG_43397,669.3164262093618,2.2129023,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.078,269162.1,0.0,1,1.0,86.16,10,1,Platinum,Platinum,composite
NEG_76215,833.4746744024692,10.487033,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,8.06,265909.5,0.0,1,1.0,86.12,10,1,Platinum,Platinum,composite
NEG_78226,843.4109445206733,8.838399,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.557,46068.7,0.0,1,1.0,86.11,10,1,Platinum,Platinum,composite
NEG_96125,961.4825961842008,9.525289,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.769,108079.8,0.0,1,1.0,86.04,10,1,Platinum,Platinum,composite
NEG_100496,1012.577654526114,12.630938,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,5.492,44018.7,0.0,1,1.0,85.98,10,1,Platinum,Platinum,composite
NEG_31101,590.3706340755456,2.4709375900675856,2,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.729,105058.4,0.0,1,1.0,85.96,10,1,Platinum,Platinum,composite
NEG_77715,840.5477116785046,15.115997,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,9.21,591216.1,0.0,1,1.0,85.92,10,1,Platinum,Platinum,composite
NEG_21187,509.2526051709643,3.559131,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.569,93918.3,0.0,1,1.0,85.64,10,1,Platinum,Platinum,composite
NEG_89322,903.6241653386048,18.135365,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.557,93159.7,0.0,1,1.0,85.61,10,1,Platinum,Platinum,composite
NEG_76712,835.5280355783223,10.228414,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.487,88670.9,0.0,1,1.0,85.47,10,1,Platinum,Platinum,composite
NEG_100260,1009.567615219212,13.028534,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.987,506334.6,0.0,1,1.0,85.47,10,1,Platinum,Platinum,composite
NEG_100252,1009.5529426693738,11.861521,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.694,206060.9,0.0,1,1.0,85.39,10,1,Platinum,Platinum,composite
NEG_89226,903.4573090621892,9.789806,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.931,487104.2,0.0,1,1.0,85.36,10,1,Platinum,Platinum,composite
NEG_61827,769.4918874636442,10.688161,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.675,203324.8,0.0,1,1.0,85.35,10,1,Platinum,Platinum,composite
NEG_102553,1047.6789008033822,16.470917,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.392,82975.0,0.0,1,1.0,85.28,10,1,Platinum,Platinum,composite
NEG_39236,643.3336079492987,2.3290193,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.378,82184.8,0.0,1,1.0,85.26,10,1,Platinum,Platinum,composite
NEG_69417,803.4610109510859,5.849934,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.576,189846.2,0.0,1,1.0,85.15,10,1,Platinum,Platinum,composite
NEG_31192,591.2223601146629,4.9720607,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.568,188797.0,0.0,1,1.0,85.14,10,1,Platinum,Platinum,composite
NEG_52290,720.5064778459255,10.315261,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.813,448725.6,0.0,1,1.0,85.13,10,1,Platinum,Platinum,composite
NEG_87027,889.5303381351026,14.226647,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.54,185151.8,0.0,1,1.0,85.08,10,1,Platinum,Platinum,composite
NEG_32557,600.3028076227816,2.328553,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.735,425011.6,0.0,1,1.0,84.97,10,1,Platinum,Platinum,composite
NEG_18151,483.2616033795154,11.552804,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.226,73878.4,0.0,1,1.0,84.95,10,1,Platinum,Platinum,composite
NEG_51972,719.3691918639867,3.0439556,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.681,409419.8,0.0,1,1.0,84.86,10,1,Platinum,Platinum,composite
NEG_58132,751.3915990600052,2.406119,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.661,403691.6,0.0,1,1.0,84.82,10,1,Platinum,Platinum,composite
NEG_63754,778.4397068862944,7.93904,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.629,394836.7,0.0,1,1.0,84.76,10,1,Platinum,Platinum,composite
NEG_50471,711.3238462946721,1.7708985,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.355,162742.6,0.0,1,1.0,84.71,10,1,Platinum,Platinum,composite
NEG_26914,559.4037229030293,11.191139,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.341,161176.8,0.0,1,1.0,84.68,10,1,Platinum,Platinum,composite
NEG_83481,869.561065318739,16.63917,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.59,384464.6,0.0,1,1.0,84.68,10,1,Platinum,Platinum,composite
NEG_101618,1029.6590068480396,3.5063138,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.574,380026.5,0.0,1,1.0,84.65,10,1,Platinum,Platinum,composite
NEG_29626,580.2973808091563,3.9342885,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.326,159474.3,0.0,1,1.0,84.65,10,1,Platinum,Platinum,composite
NEG_117789,1554.9556299087842,12.258615,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,6.035,64566.3,0.0,1,1.0,84.57,10,1,Platinum,Platinum,composite
NEG_16429,469.2460587634555,9.506887,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.248,151056.6,0.0,1,1.0,84.5,10,1,Platinum,Platinum,composite
NEG_71212,811.4417293466217,5.6073065,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.243,150433.0,0.0,1,1.0,84.49,10,1,Platinum,Platinum,composite
NEG_71217,811.4432357778286,3.8388019,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.212,147304.3,0.0,1,1.0,84.42,10,1,Platinum,Platinum,composite
NEG_102178,1039.5670716486768,10.157301,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.155,141524.3,0.0,1,1.0,84.31,10,1,Platinum,Platinum,composite
NEG_78918,846.4907856414188,10.570706,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.865,57285.7,0.0,1,1.0,84.23,10,1,Platinum,Platinum,composite
NEG_73529,821.4698608308722,6.859504,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.366,328972.1,0.0,1,1.0,84.23,10,1,Platinum,Platinum,composite
NEG_101387,1025.697130248276,18.047733,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.826,55747.6,0.0,1,1.0,84.15,10,1,Platinum,Platinum,composite
NEG_97756,978.5314195209708,11.757576,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.794,54488.5,0.0,1,1.0,84.09,10,1,Platinum,Platinum,composite
NEG_20082,501.23868800353625,4.5118675,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,7.034,130046.8,0.0,1,1.0,84.07,10,1,Platinum,Platinum,composite
NEG_74607,826.4747980513122,8.637016,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.268,307305.8,0.0,1,1.0,84.04,10,1,Platinum,Platinum,composite
NEG_103912,1077.7270950732348,18.917908,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.25,303403.8,0.0,1,1.0,84.0,10,1,Platinum,Platinum,composite
NEG_77711,840.5463199850223,15.332211,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.983,125525.8,0.0,1,1.0,83.97,10,1,Platinum,Platinum,composite
NEG_121385,1685.037628538601,12.523254,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.222,297653.8,0.0,1,1.0,83.94,10,1,Platinum,Platinum,composite
NEG_80712,855.4522888872718,8.658997,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.22,297151.2,0.0,1,1.0,83.94,10,1,Platinum,Platinum,composite
NEG_71226,811.4455987596372,3.5944302,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.946,122312.4,0.0,1,1.0,83.89,10,1,Platinum,Platinum,composite
NEG_60622,763.5123558857582,15.291448,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.937,121505.6,0.0,1,1.0,83.87,10,1,Platinum,Platinum,composite
NEG_98669,989.5121305826792,11.152831,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.666,49773.2,0.0,1,1.0,83.83,10,1,Platinum,Platinum,composite
NEG_45328,681.3499752665981,2.4524608,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.888,117400.7,0.0,1,1.0,83.78,10,1,Platinum,Platinum,composite
NEG_75705,831.4608278369523,10.56155,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.617,48067.5,0.0,1,1.0,83.73,10,1,Platinum,Platinum,composite
NEG_63796,778.4843467282792,10.178651,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,8.105,274385.0,0.0,1,1.0,83.71,10,1,Platinum,Platinum,composite
NEG_45304,681.2310400271009,5.056658,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.527,45102.9,0.0,1,1.0,83.55,10,1,Platinum,Platinum,composite
NEG_60328,762.4528265009717,8.433755,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.771,108205.5,0.0,1,1.0,83.54,10,1,Platinum,Platinum,composite
NEG_92317,925.5187559552202,7.950237,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.749,106581.6,0.0,1,1.0,83.5,10,1,Platinum,Platinum,composite
NEG_121411,1686.114115496338,14.146737,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.48,43627.1,0.0,1,1.0,83.46,10,1,Platinum,Platinum,composite
NEG_45011,679.3917560310482,15.655648,1,Chlorophyta,Plantae,8,0,0.8,1.0,1.0,4.22,17633.7,0.0,1,1.0,83.44,10,1,Platinum,Platinum,composite
NEG_121715,1707.0967442888812,12.803179,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.714,103989.5,0.0,1,1.0,83.43,10,1,Platinum,Platinum,composite
NEG_100257,1009.5559495940606,9.586817,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.676,101229.8,0.0,1,1.0,83.35,10,1,Platinum,Platinum,composite
NEG_57849,749.4892524431165,14.483741,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.915,240315.3,0.0,1,1.0,83.33,10,1,Platinum,Platinum,composite
NEG_57773,749.3787072158634,2.634812,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.909,239315.7,0.0,1,1.0,83.32,10,1,Platinum,Platinum,composite
NEG_43404,669.3493702233764,2.7326703,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.659,100037.7,0.0,1,1.0,83.32,10,1,Platinum,Platinum,composite
NEG_50104,709.381954979064,2.7111747,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.41,41510.8,0.0,1,1.0,83.32,10,1,Platinum,Platinum,composite
NEG_101927,1035.494542526598,8.696415,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.639,98635.2,0.0,1,1.0,83.28,10,1,Platinum,Platinum,composite
NEG_88903,901.442245536564,8.643398,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.632,98172.0,0.0,1,1.0,83.26,10,1,Platinum,Platinum,composite
NEG_96123,961.4818778520712,9.108417,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.818,224697.0,0.0,1,1.0,83.14,10,1,Platinum,Platinum,composite
NEG_104994,1107.7727273507408,19.857227,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.817,224537.5,0.0,1,1.0,83.13,10,1,Platinum,Platinum,composite
NEG_56334,742.4180293724581,9.895381,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.266,37469.0,0.0,1,1.0,83.03,10,1,Platinum,Platinum,composite
NEG_99713,1001.6965721724072,18.582792,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.761,215944.2,0.0,1,1.0,83.02,10,1,Platinum,Platinum,composite
NEG_105186,1113.6200427596427,12.098269,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.458,86888.7,0.0,1,1.0,82.92,10,1,Platinum,Platinum,composite
NEG_73752,822.4717138861869,6.8844204,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.69,205475.0,0.0,1,1.0,82.88,10,1,Platinum,Platinum,composite
NEG_63752,778.4389965321376,8.6144,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.4,83444.4,0.0,1,1.0,82.8,10,1,Platinum,Platinum,composite
NEG_103226,1061.590316141849,10.422637,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.391,82919.8,0.0,1,1.0,82.78,10,1,Platinum,Platinum,composite
NEG_88564,899.4786261779028,6.731463,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.626,196581.6,0.0,1,1.0,82.75,10,1,Platinum,Platinum,composite
NEG_119656,1605.977287118866,11.2790365,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.596,192478.1,0.0,1,1.0,82.69,10,1,Platinum,Platinum,composite
NEG_64832,783.4883005831999,8.73687,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.346,80347.9,0.0,1,1.0,82.69,10,1,Platinum,Platinum,composite
NEG_76227,833.4846329121576,10.680788,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.588,191363.1,0.0,1,1.0,82.68,10,1,Platinum,Platinum,composite
NEG_83448,869.5182039424668,11.203324,1,Chlorophyta,Plantae,6,0,0.6,1.0,1.0,6.329,79400.8,0.0,1,1.0,82.66,10,1,Platinum,Platinum,composite
NEG_93261,933.5381734597298,16.809923,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.075,32712.8,0.0,1,1.0,82.65,10,1,Platinum,Platinum,composite
NEG_100421,1011.5695764829176,13.429636,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.063,32425.3,0.0,1,1.0,82.63,10,1,Platinum,Platinum,composite
NEG_91166,917.4919449627102,7.0671253,1,Chlorophyta,Plantae,5,0,0.5,1.0,1.0,7.56,187650.6,0.0,1,1.0,82.62,10,1,Platinum,Platinum,composite
NEG_117812,1555.9573617568817,12.237055,1,Chlorophyta,Plantae,7,0,0.7,1.0,1.0,5.03,31671.2,0.0,1,1.0,82.56,10,1,Platinum,Platinum,composite
