"freeze_id","taxonomy_release","analysis_unit_taxid","analysis_unit_name","phylum","analysis_unit_inventory_rows","representation","sequence_role","anchor_index","source_database","source_release","accession_version","source_record_taxid","source_organism","source_record_length","silva_start","silva_stop","silva_tree_tip","candidate_pool_size","selection_score","selection_rule","proxy_flag","proxy_reason","sequence_fetch_method","approval_status","tip_id","sequence_length","primary_length_gate"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","29875","Trichoderma virens","Ascomycota","2","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","ON935474.1","29875","Trichoderma virens isolate XP2S-2s small subunit ribosomal RNA gene, partial sequence","1364","","","","12","1162.793","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T050_29875_A1","1364","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","36048","Tuber","Ascomycota","2","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","CABJ01004256","","Tuber melanosporum","1793","51526","53318","CABJ01004256.51526.53318","9","994","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T051_36048_A1","1793","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","36048","Tuber","Ascomycota","2","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AF054903","","Tuber panniferum","1721","1","1721","AF054903.1.1721","9","922","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T052_36048_A2","1721","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","36048","Tuber","Ascomycota","2","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","AF054902","","Tuber borchii","1715","1","1715","AF054902.1.1715","9","916","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T053_36048_A3","1715","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","2026192","Bacillus proteolyticus","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","PZ293098.1","2026192","Bacillus proteolyticus strain ASV168701 16S ribosomal RNA gene, partial sequence","1463","","","","25","1242.577","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T054_2026192_A1","1463","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","273527","Exiguobacterium aestuarii","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","JN084219","","Exiguobacterium aestuarii","1514","1","1514","JN084219.1.1514","3","987","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T055_273527_A1","1514","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44249","Paenibacillus","Bacillota","5","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","AJ272249","","Paenibacillus azoreducens","1500","1","1500","AJ272249.1.1500","1462","1001","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T056_44249_A1","1500","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44249","Paenibacillus","Bacillota","5","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AB045094","","Paenibacillus pabuli","1500","1","1500","AB045094.1.1500","1462","1001","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T057_44249_A2","1500","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44249","Paenibacillus","Bacillota","5","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","HG800008","","Paenibacillus polymyxa","1500","1","1500","HG800008.1.1500","1462","1001","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T058_44249_A3","1470","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","59839","Paenibacillus alginolyticus","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AB073362","","Paenibacillus alginolyticus","1497","1","1497","AB073362.1.1497","9","998","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T059_59839_A1","1497","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","651660","Paenisporosarcina","Bacillota","5","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","MG205537","","Paenisporosarcina indica","1485","1","1485","MG205537.1.1485","6","986","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T060_651660_A1","1485","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","651660","Paenisporosarcina","Bacillota","5","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AJ514408","","Paenisporosarcina macmurdoensis","1483","1","1483","AJ514408.1.1483","6","984","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T061_651660_A2","1483","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","651660","Paenisporosarcina","Bacillota","5","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","DQ333897","","Paenisporosarcina quisquiliarum","1460","1","1460","DQ333897.1.1460","6","961","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T062_651660_A3","1460","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","450367","Peribacillus frigoritolerans","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","GU252128","","[Brevibacterium] frigoritolerans","1503","1","1503","GU252128.1.1503","17","998","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T063_450367_A1","1503","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","412384","Priestia aryabhattai","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KC707528","","Bacillus aryabhattai","1500","1","1500","KC707528.1.1500","144","1001","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T064_412384_A1","1486","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1404","Priestia megaterium","Bacillota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","EU221408","","Bacillus megaterium","1501","1","1501","EU221408.1.1501","387","1000","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T065_1404_A1","1501","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1569","Sporosarcina","Bacillota","9","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","DQ073393","","Sporosarcina koreensis","1498","1","1498","DQ073393.1.1498","111","999","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T066_1569_A1","1498","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1569","Sporosarcina","Bacillota","9","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AB243859","","Sporosarcina saromensis","1504","1","1504","AB243859.1.1504","111","997","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T067_1569_A2","1504","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1569","Sporosarcina","Bacillota","9","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","DQ073394","","Sporosarcina soli","1505","1","1505","DQ073394.1.1505","111","996","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T068_1569_A3","1505","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5341","Agaricus bisporus","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AY787216","","Agaricus bisporus","1783","1","1783","AY787216.1.1783","2","984","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T069_5341_A1","1783","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","67695","Amanita caesarea","Basidiomycota","2","genus_proxy_anchor_set_mean","proxy_genus_anchor","1","SILVA","138.2","AY550243","","Amanita bisporigera","1805","11","1815","AY550243.11.1815","3","995","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Amanita genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T070_67695_A1","1796","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","67695","Amanita caesarea","Basidiomycota","2","genus_proxy_anchor_set_mean","proxy_genus_anchor","2","SILVA","138.2","AY707096","","Amanita brunnescens","1773","1","1773","AY707096.1.1773","3","973","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Amanita genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T071_67695_A2","1773","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","67695","Amanita caesarea","Basidiomycota","2","genus_proxy_anchor_set_mean","proxy_genus_anchor","3","SILVA","138.2","MEHY01000841","","Amanita phalloides","1381","3403","4783","MEHY01000841.3403.4783","3","581","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Amanita genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T072_67695_A3","1381","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","47427","Armillaria gallica","Basidiomycota","1","single_genus_proxy_tip","proxy_genus_anchor","1","SILVA","138.2","AY787217","","Armillaria mellea","1793","1","1793","AY787217.1.1793","1","993","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Armillaria genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T073_47427_A1","1793","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1331584","Auricularia nigricans","Basidiomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","1","SILVA","138.2","L22255","","Auricularia polytricha","1782","1","1782","L22255.1.1782","2","982","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Auricularia genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T074_1331584_A1","1757","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1331584","Auricularia nigricans","Basidiomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","2","SILVA","138.2","L22254","","Auricularia auricula-judae","1752","1","1752","L22254.1.1752","2","952","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Auricularia genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T075_1331584_A2","1752","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","94199","Craterellus cornucopioides","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AY771604","","Craterellus cornucopioides","1846","1","1846","AY771604.1.1846","1","955","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T076_94199_A1","1846","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5627","Grifola frondosa","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","LUGG01000092","","Grifola frondosa","1791","41","1831","LUGG01000092.41.1831","3","992","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T077_5627_A1","1791","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","91752","Hericium erinaceus","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","FJ869176","","Hericium erinaceus","1775","1","1775","FJ869176.1.1775","2","976","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T078_91752_A1","1773","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5353","Lentinula edodes","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","LDAT01001582","","Lentinula edodes","1797","4875","6671","LDAT01001582.4875.6671","3","998","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T079_5353_A1","1797","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","93625","Psilocybe cyanescens","Basidiomycota","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","AY705949.1","93625","Psilocybe cyanescens isolate AFTOL-ID 819 18S ribosomal RNA gene, partial sequence","1774","","","","3","1244.797","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T080_93625_A1","1774","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3128","Bryopsis","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","LN810504","","Bryopsis plumosa","1487","74149","75635","LN810504.74149.75635","4","688","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T081_3128_A1","1460","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3128","Bryopsis","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AY221722","","Bryopsis hypnoides","1405","1","1405","AY221722.1.1405","4","606","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T082_3128_A2","1405","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3052","Chlamydomonas","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","JF834705","","Chlamydomonas incerta","1805","1","1805","JF834705.1.1805","59","996","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T083_3052_A1","1768","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3052","Chlamydomonas","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","GU117577","","Chlamydomonas nivalis","1793","1","1793","GU117577.1.1793","59","994","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T084_3052_A2","1785","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3052","Chlamydomonas","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","JQ315505","","Chlamydomonas angulosa","1791","1","1791","JQ315505.1.1791","59","992","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T085_3052_A3","1785","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","189429","Chlorodesmis","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","KY819064","","Chlorodesmis fastigiata","1506","1","1506","KY819064.1.1506","3","707","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T086_189429_A1","1486","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","189429","Chlorodesmis","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AF416400","","Chlorodesmis caespitosa","1334","1","1334","AF416400.1.1334","3","535","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T087_189429_A2","1313","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","34125","Cladophora","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","FJ715640","","Cladophora vagabunda","1783","1","1783","FJ715640.1.1783","15","984","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T088_34125_A1","1776","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","34125","Cladophora","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","Z35317","","Cladophora albida","1779","1","1779","Z35317.1.1779","15","980","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T089_34125_A2","1769","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","34125","Cladophora","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","Z35318","","Cladophora liebetruthii","1777","1","1777","Z35318.1.1777","15","978","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T090_34125_A3","1767","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3118","Ulva","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","AJ005414","","Ulva rigida","1777","1","1777","AJ005414.1.1777","8","978","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T091_3118_A1","1777","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3118","Ulva","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AJ000040","","Ulva intestinalis","1775","1","1775","AJ000040.1.1775","8","976","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T092_3118_A2","1775","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","3118","Ulva","Chlorophyta","1","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","KF419328","","Ulva lactuca","1767","1","1767","KF419328.1.1767","8","968","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T093_3118_A3","1767","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5755","Acanthamoeba castellanii","Discosea","3","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KY072782","","Acanthamoeba castellanii","1454","1","1454","KY072782.1.1454","5","655","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T094_5755_A1","1454","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","29195","Acanthamoeba griffini","Discosea","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KY072779","","Acanthamoeba griffini","2118","1","2118","KY072779.1.2118","3","683","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T095_29195_A1","2118","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","196913","Acanthamoeba terricola","Discosea","3","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","OP738383.1","196913","Acanthamoeba terricola culture ATCC:30134 small subunit ribosomal RNA gene, partial sequence","2299","","","","1","1150.198","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T096_196913_A1","2299","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44689","Dictyostelium discoideum","Evosea","5","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AM168071","","Dictyostelium discoideum","1869","1","1869","AM168071.1.1869","1","932","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T097_44689_A1","1861","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","36333","Naegleria clarki","Heterolobosea","2","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AF338420","","Naegleria clarki","3285","1","3285","AF338420.1.3285","1","-484","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T098_36333_A1","1980","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","51635","Naegleria galeacystis","Heterolobosea","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AF011457","","Naegleria galeacystis","2048","1","2048","AF011457.1.2048","1","753","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T099_51635_A1","2012","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","2012614","Naegleria koreanum","Heterolobosea","2","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","MF113402","","Naegleria koreanum","2028","1","2028","MF113402.1.2028","1","773","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T100_2012614_A1","2021","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","2246","Haloferax volcanii","Methanobacteriota","3","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","JF802158","","Haloferax volcanii","1486","1","1486","JF802158.1.1486","11","987","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T101_2246_A1","1463","TRUE"
