feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier,ls_LipidMolec,ls_ClassKey,ls_Grade,annot_tier,h_mol_species,h_species,h_class,best_annotation,annotation_level,hs_mol_species,hs_class,ms2_class,ms2_subclass,ms2_confidence,ms2_hits,propagated_classes,unified_annotation,unified_class,annotation_source,has_ms2,rt_class_used,rt_valid,rt_status,expected_rt_range,rt_deviation_min,rt_predicted_species,rt_prediction_confidence,rt_prediction_error_min,annot_confidence,archlips_annotation,archlips_source,archlips_confidence,clean_annotation,annotation_depth,clean_annotation_source,sanity_flag,exclusivity_flag,max_leakage_pct,leakage_to,n_phyla_detected,sirius_formula,sirius_adduct,has_formula,sirius_lipidClass,canopus_formula,canopus_adduct,npc_pathway,npc_pathway_prob,npc_superclass,npc_superclass_prob,npc_class,npc_class_prob,cf_superclass,cf_superclass_prob,cf_class,cf_class_prob,cf_subclass,cf_subclass_prob,has_canopus,csi_name,csi_smiles,csi_inchikey,csi_confidence,csi_score,msnovelist_smiles,msnovelist_name,has_denovo,discovery_method,n_batches_indicator,mean_indval,min_indval,mean_A,mean_B,batches,annotation_tier
A15_190376,323.221521,17.795,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.345,324155.0,0.0,1.0,1.0,86.69,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_11806,385.163928,2.4877,2.0,Arthropoda,Animalia,9.0,0.0,0.8182,1.0,1.0,5.609,47808.6,0.0,1.0,1.0,86.67,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_176756,1199.017051,16.574,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.33,320690.7,0.0,1.0,1.0,86.66,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE21-4-POS_7737,391.108715,1.8963,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.489,178691.0,0.0,1.0,1.0,86.65,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_233202,600.492743,22.8835,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.479,177439.5,0.0,1.0,1.0,86.63,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_8220,599.420378,5.9259,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.817,55360.2,0.0,1.0,1.0,86.63,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_212590,1042.596212,19.3204,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.483,177910.0,0.0,1.0,1.0,86.63,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_174368,1528.165726,16.1619,3.0,Mollusca,Animalia,1.0,0.0,0.5,1.0,1.0,9.553,750295.0,0.0,1.0,1.0,86.61,2.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_3743,1014.602339,2.8021,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.8,54712.5,0.0,1.0,1.0,86.6,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_64105,892.533626,6.6468,1.0,Arthropoda,Animalia,7.0,0.0,0.6364,1.0,1.0,7.847,229223.3,0.0,1.0,1.0,86.6,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_223623,1576.018996,21.941,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.419,84594.0,0.0,1.0,1.0,86.59,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_219856,1149.796546,21.07,1.0,Chlorophyta,Viridiplantae,4.0,0.0,0.8,1.0,1.0,5.797,54607.2,0.0,1.0,1.0,86.59,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_92776,550.350809,9.0099,1.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.701,103027.4,0.0,1.0,1.0,86.58,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE21-4-POS_183274,848.755208,16.8155,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.449,173792.0,0.0,1.0,1.0,86.57,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE21-4-POS_203531,939.662819,18.4801,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.449,173771.5,0.0,1.0,1.0,86.57,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_11017,539.466775,8.1714,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.778,53867.8,0.0,1.0,1.0,86.56,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_58686,623.250362,6.1674,1.0,Chlorophyta,Viridiplantae,4.0,0.0,0.8,1.0,1.0,5.78,53966.0,0.0,1.0,1.0,86.56,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_172848,697.564211,16.257,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.963,498109.2,0.0,1.0,1.0,86.56,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Silver
A15_OE25-1-ALL_11470,692.485166,8.6291,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.776,53806.0,0.0,1.0,1.0,86.55,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_7474,538.243778,2.1978,2.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.683,101768.6,0.0,1.0,1.0,86.55,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_163685,792.658234,15.4287,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.396,83241.7,0.0,1.0,1.0,86.54,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_86880,524.370288,8.4258,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.952,494358.2,0.0,1.0,1.0,86.54,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_215820,675.545311,19.5972,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.433,171786.0,0.0,1.0,1.0,86.53,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_220579,767.643002,21.2742,1.0,Arthropoda,Animalia,7.0,0.0,0.6364,1.0,1.0,7.802,222210.0,0.0,1.0,1.0,86.51,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_160342,802.536029,15.0584,2.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.938,489449.0,0.0,1.0,1.0,86.51,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_185681,914.612796,17.4098,1.0,Arthropoda,Animalia,7.0,0.0,0.6364,1.0,1.0,7.801,222024.6,0.0,1.0,1.0,86.51,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Silver
A15_156065,589.425251,14.7294,1.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.66,100110.9,0.0,1.0,1.0,86.5,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_224571,1576.018338,22.2476,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.373,81903.7,0.0,1.0,1.0,86.5,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_225586,1575.095769,22.6055,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.376,82050.0,0.0,1.0,1.0,86.5,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_8888,581.373092,6.3048,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.745,52647.2,0.0,1.0,1.0,86.49,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_209247,933.572542,19.5202,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.234,300089.3,0.0,1.0,1.0,86.47,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_106640,488.366113,10.2622,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.235,300386.0,0.0,1.0,1.0,86.47,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_49552,404.312337,5.3858,1.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.644,99010.5,0.0,1.0,1.0,86.47,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE25-1-ALL_15318,751.451496,11.0563,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.726,51926.0,0.0,1.0,1.0,86.45,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_1761,811.333387,1.6616,1.0,Arthropoda,Animalia,9.0,0.0,0.8182,1.0,1.0,5.489,43902.0,0.0,1.0,1.0,86.43,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_220462,649.519517,21.2185,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.341,80044.0,0.0,1.0,1.0,86.43,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_80864,653.439451,7.8801,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.897,475744.5,0.0,1.0,1.0,86.43,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_149875,687.578434,14.2336,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.891,473696.0,0.0,1.0,1.0,86.42,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Silver
A15_OE25-1-ALL_49293,833.777879,24.7115,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.706,51185.8,0.0,1.0,1.0,86.41,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_153346,974.657433,14.5026,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.199,292927.7,0.0,1.0,1.0,86.4,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_100402,522.355745,9.6343,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.882,470635.5,0.0,1.0,1.0,86.4,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_221100,577.381002,21.3905,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.194,291851.7,0.0,1.0,1.0,86.39,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE25-1-ALL_11260,769.485525,8.4205,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.692,50680.0,0.0,1.0,1.0,86.38,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_220464,998.783166,21.2451,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.316,78649.0,0.0,1.0,1.0,86.38,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_12845,808.54707,9.6118,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.685,50447.2,0.0,1.0,1.0,86.37,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_14834,919.590205,10.7176,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.675,50106.5,0.0,1.0,1.0,86.35,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_12616,692.522203,9.5633,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.673,50005.8,0.0,1.0,1.0,86.35,5.0,1.0,Platinum,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_119199,579.440766,11.503,1.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.58,94652.1,0.0,1.0,1.0,86.34,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_224158,1528.029783,22.1149,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.287,77066.3,0.0,1.0,1.0,86.32,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_24440,612.350548,3.4117,1.0,Arthropoda,Animalia,7.0,0.0,0.6364,1.0,1.0,7.705,207698.7,0.0,1.0,1.0,86.32,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Silver
A15_222446,625.519419,21.6829,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.286,77033.3,0.0,1.0,1.0,86.32,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE25-1-ALL_3479,324.260628,2.6182,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.659,49511.2,0.0,1.0,1.0,86.32,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_154659,597.448989,14.5946,1.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.567,93827.2,0.0,1.0,1.0,86.32,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_131112,580.384703,12.5855,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.156,284312.7,0.0,1.0,1.0,86.31,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_166970,585.487374,15.7554,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.834,455494.5,0.0,1.0,1.0,86.31,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_9752,667.437622,7.1321,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.65,49197.5,0.0,1.0,1.0,86.3,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_36191,956.56004,4.5678,2.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.147,282474.7,0.0,1.0,1.0,86.29,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_148876,1681.151299,14.1127,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.145,281991.0,0.0,1.0,1.0,86.29,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_221,377.12796,1.6122,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.304,157074.5,0.0,1.0,1.0,86.28,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_42018,956.791144,20.2506,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.639,48849.2,0.0,1.0,1.0,86.28,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_126746,908.584951,12.2703,1.0,Nematoda,Animalia,3.0,0.0,0.75,1.0,1.0,6.261,75686.7,0.0,1.0,1.0,86.27,4.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE21-4-POS_11848,372.149408,2.0885,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.299,156524.5,0.0,1.0,1.0,86.27,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_10723,808.548053,7.8596,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.632,48596.2,0.0,1.0,1.0,86.26,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_22139,341.304542,2.9583,2.0,Arthropoda,Animalia,8.0,0.0,0.7273,1.0,1.0,6.541,92117.1,0.0,1.0,1.0,86.26,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_17321,1431.939153,11.9487,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.626,48398.0,0.0,1.0,1.0,86.25,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_19237,799.460698,3.0035,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.121,277402.0,0.0,1.0,1.0,86.24,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Bronze
A15_OE25-1-ALL_3405,485.165973,2.5572,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.621,48219.2,0.0,1.0,1.0,86.24,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_177265,1200.852105,16.5943,1.0,Chlorophyta,Viridiplantae,3.0,0.0,0.6,1.0,1.0,8.116,276397.7,0.0,1.0,1.0,86.23,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_214496,675.545231,19.4596,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.271,153401.0,0.0,1.0,1.0,86.21,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_68028,698.436918,6.8926,1.0,Arthropoda,Animalia,7.0,0.0,0.6364,1.0,1.0,7.651,199974.3,0.0,1.0,1.0,86.21,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE25-1-ALL_43159,1026.863655,20.9361,1.0,Evosea,Protists,4.0,0.0,0.8,1.0,1.0,5.599,47460.8,0.0,1.0,1.0,86.2,5.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Unidentified
A15_OE21-4-POS_167796,1188.835601,15.468,1.0,Thermoproteota,Archaea,2.0,0.0,0.6667,1.0,1.0,7.269,153197.0,0.0,1.0,1.0,86.2,3.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Gold
A15_60047,681.34317,6.3211,1.0,Arthropoda,Animalia,6.0,0.0,0.5455,1.0,1.0,8.779,438384.5,0.0,1.0,1.0,86.2,11.0,1.0,Platinum,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite,,,,,,,Silver
